Wall time,Step,Value
1716255703.9885156,429400,-32.131263732910156
1716255731.9902017,429800,-31.792203903198242
1716255745.9223928,430000,-33.58451843261719
1716255773.7159138,430400,-35.9802131652832
1716255828.2089937,431000,-34.678314208984375
1716255856.536212,431400,-32.787254333496094
1716255870.488244,431600,-32.207969665527344
1716255954.7576475,432800,-33.182193756103516
1716255968.8866265,433000,-30.19657325744629
1716255982.9074132,433200,-33.244354248046875
1716256051.6932104,434000,-32.306182861328125
1716256079.5511477,434400,-33.2834358215332
1716256107.2059095,434800,-32.78936004638672
1716256163.5384383,435600,-30.92255401611328
1716256315.6276858,437600,-33.769935607910156
1716256343.6630032,438000,-33.57892608642578
1716256371.746999,438400,-33.08031463623047
1716256385.7713113,438600,-34.95808029174805
1716256441.7271256,439400,-33.74340057373047
1716256469.6420891,439800,-33.514400482177734
1716256483.9061728,440000,-31.66773223876953
1716256497.9085326,440200,-30.87866973876953
1716256553.0715773,440800,-30.804115295410156
1716256608.9918904,441600,-31.994991302490234
1716256622.9316814,441800,-32.74884796142578
1716256665.3865395,442400,-34.22940444946289
1716256707.5394657,443000,-36.215003967285156
1716256860.4676628,445000,-32.54114532470703
1716256874.4601502,445200,-32.870521545410156
1716256916.6184666,445800,-32.351402282714844
1716256930.5970163,446000,-33.732059478759766
1716256958.5234597,446400,-30.763132095336914
1716257013.6132088,447000,-34.15748977661133
1716257041.7838664,447400,-31.53049087524414
1716257055.7774217,447600,-31.95026206970215
1716257084.0027342,448000,-32.15888595581055
1716257097.8566542,448200,-33.052825927734375
1716257111.8916276,448400,-33.26325607299805
1716257125.9161148,448600,-33.323909759521484
1716257154.0273073,449000,-31.267642974853516
1716257181.832399,449400,-32.58168411254883
1716257195.673752,449600,-29.19562339782715
1716257263.4817047,450400,-34.22314453125
1716257277.4641223,450600,-27.989042282104492
1716257305.3444235,451000,-32.18004608154297
1716257346.9755652,451600,-34.84442901611328
1716257417.3394606,452600,-30.051971435546875
1716257597.996574,455000,-31.980247497558594
1716257654.0193357,455800,-31.95797348022461
1716257708.3214219,456400,-32.62363052368164
1716257778.459088,457400,-31.00404167175293
1716257806.6702137,457800,-33.944496154785156
1716257848.9001758,458400,-34.258914947509766
1716257932.7763464,459600,-34.18882751464844
1716257959.3354626,459800,-33.30238723754883
1716257987.2275207,460200,-31.93549156188965
1716258029.1157465,460800,-31.051616668701172
1716258071.4217763,461400,-32.002262115478516
1716258085.7214413,461600,-32.92787551879883
1716258099.8436673,461800,-30.63382911682129
1716258238.1757755,463600,-31.67325210571289
1716258252.3600519,463800,-34.4528923034668
1716258266.334784,464000,-35.24861145019531
1716258280.299835,464200,-33.75672912597656
1716258308.3398259,464600,-31.23472785949707
1716258336.3379805,465000,-33.42340087890625
1716258378.3103814,465600,-30.766756057739258
1716258460.8292158,466600,-32.59452438354492
1716258488.703311,467000,-34.46489334106445
1716258502.5654557,467200,-33.1413688659668
1716258516.6459274,467400,-33.46657180786133
1716258530.4516425,467600,-34.210594177246094
1716258643.5475261,469200,-33.59049606323242
1716258781.8906984,471000,-32.91092300415039
1716258852.1674535,472000,-32.44662857055664
1716258976.047824,473600,-30.794099807739258
1716258990.0382822,473800,-33.22589111328125
1716259031.7373624,474400,-32.29579162597656
1716259087.7105622,475200,-32.14033889770508
1716259197.2420382,476600,-31.618066787719727
1716259239.1318114,477200,-34.12457275390625
1716259281.235616,477800,-33.80545425415039
1716259295.3194928,478000,-33.61976623535156
1716259309.2820697,478200,-32.67677688598633
1716259337.3718536,478600,-35.206172943115234
1716259461.2540627,480200,-33.32294464111328
1716259489.4814713,480600,-35.039772033691406
1716259517.5837479,481000,-33.5579948425293
1716259545.5194988,481400,-34.2710075378418
1716259698.141491,483400,-32.06599807739258
1716259810.3951106,485000,-32.52428436279297
1716259824.6943462,485200,-34.003700256347656
1716259852.2451282,485400,-35.63108444213867
1716259911.4598186,486200,-35.495452880859375
1716259999.68602,487400,-32.630210876464844
1716260161.2905867,489000,-33.36735153198242
1716260283.2600908,490200,-31.888757705688477
1716260303.4919012,490400,-30.483381271362305
1716260324.1913116,490600,-32.68600082397461
1716260344.6196477,490800,-33.26283264160156
1716260385.4741957,491200,-33.92538833618164
1716260427.3184888,491600,-31.68564796447754
1716260505.452831,492200,-32.98102951049805
1716260635.0610695,493400,-33.57093811035156
1716260675.8113563,493800,-34.000160217285156
1716260830.16971,495200,-35.35539245605469
1716260904.510153,496000,-29.28784942626953
1716260934.3704417,496400,-35.2912483215332
1716260993.43309,497200,-32.19710922241211
1716261007.3716207,497400,-33.850372314453125
1716261034.995108,497800,-33.17803192138672
1716261117.9096184,498800,-31.0596981048584
1716261159.7134173,499400,-33.578956604003906
1716261188.0139964,499800,-30.468196868896484
1716261452.583995,500400,-31.8282470703125
1716261466.5453422,500600,-32.170841217041016
1716261480.3770125,500800,-32.71689224243164
1716261633.867188,502800,-34.64695358276367
1716261647.8480034,503000,-34.48861312866211
1716261678.1928527,503400,-32.43840789794922
1716261693.1281717,503600,-33.695404052734375
1716261708.5088108,503800,-34.62009048461914
1716261722.4093888,504000,-33.526954650878906
1716261777.5411284,504600,-33.9835319519043
1716261791.5763352,504800,-32.72119903564453
1716261820.0311804,505200,-30.928064346313477
1716261862.3688266,505800,-31.952665328979492
1716261890.3827057,506200,-33.507904052734375
1716261918.4054165,506600,-33.2850341796875
1716261946.4077215,507000,-32.62447738647461
1716262085.076262,508800,-36.917396545410156
1716262140.7415018,509600,-31.37542724609375
1716262168.6747282,510000,-31.88688087463379
1716262196.7430954,510400,-33.509239196777344
1716262224.599522,510800,-33.070777893066406
1716262279.2936442,511400,-34.546234130859375
1716262321.1603172,512000,-32.9490966796875
1716262406.5512285,513200,-31.598569869995117
1716262420.5834656,513400,-33.33150863647461
1716262476.262256,514200,-33.707420349121094
1716262530.58455,514800,-33.91036605834961
1716262572.2391615,515400,-34.060211181640625
1716262600.319479,515800,-32.37841033935547
1716262614.7791305,516000,-34.400779724121094
1716262670.8270693,516800,-32.179622650146484
1716262739.6592443,517600,-31.55940818786621
1716262781.4154778,518200,-36.055599212646484
1716262795.2681513,518400,-34.95341873168945
1716262809.4318156,518600,-33.619136810302734
1716262823.395613,518800,-31.2618465423584
1716262865.1629567,519400,-30.929529190063477
1716262920.4471807,520200,-31.771398544311523
1716263017.9789126,521400,-34.173622131347656
1716263032.0932872,521600,-34.32389450073242
1716263074.619849,522200,-31.431291580200195
1716263145.010623,523200,-34.270294189453125
1716263187.3331022,523800,-32.26891326904297
1716263214.0877914,524000,-32.98883819580078
1716263242.013535,524400,-33.23317337036133
1716263270.025906,524800,-32.170745849609375
1716263298.3609424,525200,-33.532955169677734
1716263312.3739278,525400,-31.131792068481445
1716263354.3776276,526000,-30.8994083404541
1716263368.3043942,526200,-31.914880752563477
1716263396.333613,526600,-33.73597717285156
1716263450.5682452,527200,-33.36023712158203
1716263464.7055995,527400,-33.21343231201172
1716263493.1433077,527800,-32.04335403442383
1716263577.6125727,529000,-34.98136901855469
1716263619.6988413,529600,-31.977519989013672
1716263661.6480732,530200,-35.7573356628418
1716263688.550761,530400,-32.495792388916016
1716263744.6295972,531200,-32.464290618896484
1716263829.5557363,532400,-32.64928436279297
1716264029.5077324,535000,-32.19691848754883
1716264085.774429,535800,-34.09653854370117
1716264114.1547856,536200,-32.096134185791016
1716264196.6709983,537200,-35.24642562866211
1716264238.667564,537800,-33.39441680908203
1716264266.8185568,538200,-31.562978744506836
1716264322.8835926,539000,-32.08564376831055
1716264405.5929015,540000,-33.614723205566406
1716264461.2612798,540800,-31.041486740112305
1716264517.4553664,541600,-33.304298400878906
1716264559.3111885,542200,-32.89524459838867
1716264698.4005258,544000,-34.541202545166016
1716264782.7759356,545200,-33.26242446899414
1716264934.5392683,547200,-30.445920944213867
1716264948.5432613,547400,-29.66643714904785
1716264962.821075,547600,-32.434139251708984
1716265004.6967328,548200,-33.89643096923828
1716265018.7153935,548400,-32.51883316040039
1716265088.6708403,549400,-32.42021560668945
1716265129.3002846,549800,-36.74081039428711
1716265185.0568767,550600,-32.25529098510742
1716265198.9213834,550800,-33.14545822143555
1716265212.884638,551000,-32.6425895690918
1716265227.2395878,551200,-33.02543640136719
1716265241.142925,551400,-31.51141357421875
1716265255.0933197,551600,-30.723772048950195
1716265268.8540218,551800,-32.12503433227539
1716265393.21455,553400,-29.917625427246094
1716265518.7468843,555200,-33.414955139160156
1716265727.1777818,558000,-32.46271896362305
1716265741.1951916,558200,-33.26191711425781
1716265755.0461097,558400,-33.37966537475586
1716265865.2841198,559800,-33.04613494873047
1716265934.92766,560800,-33.607765197753906
1716265977.0881908,561400,-34.39695739746094
1716266004.9671881,561800,-35.04618835449219
1716266018.9958222,562000,-33.32827377319336
1716266032.810882,562200,-30.83233070373535
1716266047.1950362,562400,-33.03487777709961
1716266115.8890858,563200,-34.93800354003906
1716266227.6440768,564800,-31.159887313842773
1716266241.7441204,565000,-33.216495513916016
1716266284.0532496,565600,-30.425390243530273
1716266325.2543797,566000,-32.289485931396484
1716266339.4428759,566200,-33.35903549194336
1716266367.7565236,566600,-32.085968017578125
1716266549.0753584,569000,-36.12310028076172
1716266576.7963638,569400,-32.810272216796875
1716266618.4029953,570000,-30.56365203857422
1716266646.60839,570400,-33.459625244140625
1716266716.5445287,571400,-33.6961669921875
1716266758.5307655,572000,-31.3110408782959
1716266813.170283,572600,-33.376766204833984
1716266938.1005347,574400,-34.007320404052734
1716266952.0331223,574600,-32.96870422363281
1716267048.2237153,575800,-32.56128692626953
1716267076.343719,576200,-33.47336196899414
1716267090.2790074,576400,-33.3096809387207
1716267173.9295912,577600,-32.478145599365234
1716267216.2496865,578200,-32.874446868896484
1716267230.517646,578400,-35.43508529663086
1716267313.1708128,579400,-34.0340461730957
1716267340.7987618,579800,-33.26484680175781
1716267368.7767801,580200,-33.938148498535156
1716267410.5588155,580800,-33.24407196044922
1716267424.5663404,581000,-31.23676300048828
1716267438.9840658,581200,-33.20945739746094
1716267549.0229645,582600,-34.09592056274414
1716267618.824422,583600,-31.35729217529297
1716267646.8042114,584000,-33.1029167175293
1716267660.7020874,584200,-31.259780883789062
1716267674.7484624,584400,-32.15766906738281
1716267743.3641324,585200,-32.78705596923828
1716267841.429622,586600,-33.58751678466797
1716267897.5868645,587400,-31.370412826538086
1716267938.9956424,588000,-35.8687858581543
1716267965.9305115,588200,-34.6562385559082
1716267993.6771932,588600,-34.56214904785156
1716268105.3150618,590200,-33.014278411865234
1716268175.3892539,591200,-35.41764450073242
1716268355.8826213,593600,-32.77744674682617
1716268438.359364,594600,-35.38874053955078
1716268466.3003893,595000,-34.57222366333008
1716268480.4848466,595200,-31.6960506439209
1716268522.2048352,595800,-31.734542846679688
1716268536.1649463,596000,-33.733665466308594
1716268661.6721807,597800,-29.909561157226562
1716268757.7395487,599000,-33.991634368896484
1716268813.6097152,599800,-32.75554656982422
1716269166.8207135,600800,-31.049665451049805
1716269207.1311011,601200,-34.724449157714844
1716269234.8478477,601600,-32.61537170410156
1716269262.6433697,602000,-35.19025802612305
1716269291.0433955,602400,-31.705286026000977
1716269333.4829547,603000,-34.27582931518555
1716269347.4078588,603200,-33.196895599365234
1716269361.3563688,603400,-31.729076385498047
1716269403.9816191,604000,-33.14314651489258
1716269417.8325624,604200,-33.19265365600586
1716269444.6358004,604400,-31.822473526000977
1716269458.445181,604600,-32.6618766784668
1716269500.5214436,605200,-33.86977767944336
1716269514.3794913,605400,-31.944358825683594
1716269528.3162313,605600,-31.924997329711914
1716269570.6679165,606200,-31.56995391845703
1716269584.5863025,606400,-32.22401428222656
1716269612.4255219,606800,-34.29664611816406
1716269626.4850101,607000,-33.73801803588867
1716269695.5799994,607800,-32.889278411865234
1716269723.363456,608200,-31.908662796020508
1716269737.328311,608400,-35.782989501953125
1716269751.3184483,608600,-34.61454772949219
1716269807.034274,609400,-33.4516487121582
1716269835.0242953,609800,-31.543458938598633
1716269862.8365078,610200,-33.28397750854492
1716269917.3315573,610800,-34.46208190917969
1716270043.883675,612600,-33.57476806640625
1716270085.768068,613200,-31.600765228271484
1716270113.8214488,613600,-33.8889045715332
1716270154.1885574,614000,-32.112396240234375
1716270181.9234676,614400,-33.559471130371094
1716270209.720662,614800,-33.78083801269531
1716270251.7935214,615400,-32.87215805053711
1716270335.7955768,616600,-32.525665283203125
1716270404.324484,617400,-33.472721099853516
1716270432.239778,617800,-32.00797653198242
1716270474.0127385,618400,-34.52231979370117
1716270530.5621927,619200,-34.13298034667969
1716270586.5043995,620000,-31.700027465820312
1716270656.291252,620800,-31.410573959350586
1716270712.0322585,621600,-34.584678649902344
1716270795.9311125,622800,-33.26103591918945
1716270837.7993202,623400,-32.750911712646484
1716270906.2200487,624200,-34.51810836791992
1716270934.2172859,624600,-33.898651123046875
1716270990.1178162,625400,-32.44841766357422
1716271004.560677,625600,-31.5222225189209
1716271115.8133817,627000,-33.533050537109375
1716271157.655855,627600,-35.77670669555664
1716271171.4777546,627800,-37.444358825683594
1716271240.8471096,628800,-32.720855712890625
1716271254.786778,629000,-33.479305267333984
1716271268.7061172,629200,-33.25125503540039
1716271296.8309999,629600,-33.89192199707031
1716271350.9501958,630200,-32.768192291259766
1716271420.7521815,631200,-32.884098052978516
1716271462.9253905,631800,-35.5287971496582
1716271476.9463477,632000,-31.15471839904785
1716271505.1847131,632400,-30.538959503173828
1716271601.5321136,633600,-31.926029205322266
1716271741.4742086,635600,-31.602306365966797
1716271851.8189833,637000,-34.192138671875
1716271894.0984805,637600,-33.571041107177734
1716271907.9536548,637800,-32.688682556152344
1716272005.7918835,639200,-32.31520080566406
1716272019.5786586,639400,-32.871341705322266
1716272046.0521092,639600,-32.56901931762695
1716272060.0810926,639800,-32.5488166809082
1716272074.1989393,640000,-32.89143753051758
1716272129.94902,640800,-33.500972747802734
1716272171.596094,641400,-32.05998611450195
1716272268.774895,642800,-32.812599182128906
